2025-08-08T10:34:51+08:00,2.592635,200,2.526120,eaf12b3e
2025-08-08T10:34:54+08:00,1.076019,424,,
2025-08-08T10:35:01+08:00,2.725666,200,2.539875,6b2eb3e0
2025-08-08T10:35:06+08:00,2.704992,200,2.703576,5421e4dd
2025-08-08T10:35:11+08:00,2.657456,200,2.656110,ce53c0e5
2025-08-08T10:35:15+08:00,2.746081,200,2.744038,0212906f
2025-08-08T10:35:20+08:00,2.939691,200,2.897036,656c1122
2025-08-08T10:35:25+08:00,2.190152,200,2.188450,a74a11b2
2025-08-08T10:35:31+08:00,1.261100,200,3.963310,575c4fc1
2025-08-08T10:35:35+08:00,2.436410,200,2.433686,2bb0cadc
2025-08-08T10:35:39+08:00,2.127866,200,2.116506,9cabd3a3
2025-08-08T10:35:43+08:00,2.042892,200,2.041991,41104a55
2025-08-08T10:35:48+08:00,2.458442,200,2.452591,e4a455d0
2025-08-08T10:35:52+08:00,2.296879,200,2.295698,d8018d20
2025-08-08T10:35:56+08:00,1.557709,200,1.523809,9a088146
2025-08-08T10:35:59+08:00,1.719608,424,,
2025-08-08T10:36:07+08:00,3.033167,200,2.406812,e5807d24
2025-08-08T10:36:11+08:00,2.264817,200,2.215870,ae650073
2025-08-08T10:36:16+08:00,2.274116,200,2.222871,a36f9871
2025-08-08T10:36:20+08:00,2.654584,200,2.644755,a30a2821
2025-08-08T10:36:24+08:00,1.545065,200,1.532408,a5df90ab
2025-08-08T10:36:28+08:00,2.207667,200,2.179417,5c329e10
2025-08-08T10:36:32+08:00,1.906077,424,,
2025-08-08T10:36:40+08:00,2.799924,200,2.319286,bc9b7b3a
2025-08-08T10:36:44+08:00,2.886428,200,2.862715,d2ca199d
2025-08-08T10:36:49+08:00,2.254157,200,2.253085,2e13ac8a
2025-08-08T10:36:53+08:00,2.015395,200,1.993508,da9512b0
2025-08-08T10:36:57+08:00,2.385445,200,2.384082,b1c4fe3c
2025-08-08T10:37:01+08:00,2.204767,200,2.203773,38e1231c
2025-08-08T10:37:05+08:00,1.417305,424,,
2025-08-08T10:37:13+08:00,3.968857,200,3.202497,40eba346
2025-08-08T10:37:17+08:00,1.895679,200,1.890235,a7f1cf4b
2025-08-08T10:37:22+08:00,2.671966,200,2.634259,532bd688
2025-08-08T10:37:26+08:00,2.410404,200,2.379067,5bd0ce76
2025-08-08T10:37:30+08:00,1.867861,200,1.852314,38e53288
2025-08-08T10:37:35+08:00,2.355076,200,2.308869,688409a6
2025-08-08T10:37:37+08:00,0.709477,424,,
2025-08-08T10:37:45+08:00,3.254529,200,2.625555,5a4df9df
2025-08-08T10:37:51+08:00,3.369040,200,3.347118,3f3e8783
2025-08-08T10:37:55+08:00,2.368087,200,2.367061,d0d8371b
2025-08-08T10:37:59+08:00,1.933466,200,1.932266,8bfa5cfc
2025-08-08T10:38:04+08:00,2.487428,200,2.471750,a2acc96b
2025-08-08T10:38:08+08:00,2.690357,200,2.667833,895fefc7
2025-08-08T10:38:15+08:00,2.029729,200,1.992512,089cc63d
2025-08-08T10:38:19+08:00,1.923250,200,1.921831,0a00e950
2025-08-08T10:38:24+08:00,2.741230,200,2.728154,7155b125
2025-08-08T10:38:28+08:00,1.761207,200,1.753559,7889306e
2025-08-08T10:38:32+08:00,2.225922,200,2.224844,11f1ba42
2025-08-08T10:38:37+08:00,2.632861,200,2.615643,7f55d4b0
2025-08-08T10:38:40+08:00,1.770322,200,1.761739,bf00a7b9
2025-08-08T10:38:43+08:00,0.624142,424,,
2025-08-08T10:38:51+08:00,3.218673,200,2.552627,55daabfb
2025-08-08T10:38:55+08:00,2.339848,200,2.338399,43d429d8
2025-08-08T10:39:00+08:00,2.294329,200,2.268500,b6081280
2025-08-08T10:39:04+08:00,2.190470,200,2.188855,52b7bdbe
2025-08-08T10:39:08+08:00,1.904438,200,1.897455,dda0b4e8
2025-08-08T10:39:11+08:00,1.813207,200,1.799273,0d6b3204
2025-08-08T10:39:15+08:00,1.978038,200,1.970625,4d48d268
2025-08-08T10:39:23+08:00,2.761813,200,2.750164,d0c6fcaa
2025-08-08T10:39:27+08:00,2.339638,200,2.312199,31f8fe8f
2025-08-08T10:39:32+08:00,2.506137,200,2.460623,25a535ac
2025-08-08T10:39:36+08:00,2.364236,200,2.342124,bef63d54
2025-08-08T10:39:40+08:00,2.020404,200,2.009802,a30f1872
2025-08-08T10:39:46+08:00,3.282281,200,3.280024,439c53fd
2025-08-08T10:39:48+08:00,0.817921,424,,
2025-08-08T10:39:56+08:00,2.899180,200,2.170399,ddc44b4a
2025-08-08T10:40:01+08:00,2.605437,200,2.590457,ba1be6a3
2025-08-08T10:40:05+08:00,2.640208,200,2.566954,a47b0409
2025-08-08T10:40:10+08:00,2.470640,200,2.422372,88f86441
2025-08-08T10:40:13+08:00,1.730594,200,1.729254,bb99ed50
2025-08-08T10:40:17+08:00,1.942188,200,1.919598,306f4bd4
2025-08-08T10:40:21+08:00,1.605415,424,,
2025-08-08T10:40:29+08:00,3.407890,200,2.720253,8dc91c66
2025-08-08T10:40:33+08:00,2.025995,200,2.024014,08abf636
2025-08-08T10:40:37+08:00,1.779479,200,1.759123,9f129a3e
2025-08-08T10:40:42+08:00,2.795071,200,2.792693,67a2b636
2025-08-08T10:40:46+08:00,1.655408,200,1.621365,f9c59b0b
2025-08-08T10:40:50+08:00,2.609020,200,2.574723,8a4a84de
2025-08-08T10:40:54+08:00,1.646536,424,,
2025-08-08T10:41:02+08:00,2.974983,200,2.470207,4472330d
2025-08-08T10:41:06+08:00,2.361325,200,2.327261,1400e765
2025-08-08T10:41:10+08:00,2.527580,200,2.458439,bb7f6e10
2025-08-08T10:41:15+08:00,2.622117,200,2.621036,d22f426a
2025-08-08T10:41:19+08:00,2.006251,200,2.004942,8abfea80
2025-08-08T10:41:23+08:00,1.697795,200,1.693040,d985a144
2025-08-08T10:41:26+08:00,1.704300,424,,
2025-08-08T10:41:35+08:00,3.673125,200,3.087285,00e382e9
2025-08-08T10:41:40+08:00,2.786672,200,2.785100,3b650595
2025-08-08T10:41:44+08:00,2.153370,200,2.099251,8edde415
2025-08-08T10:41:48+08:00,2.308202,200,2.303332,fc584732
2025-08-08T10:41:53+08:00,2.312663,200,2.310058,33987b66
